time,data1
47580.0,2290
47595.0,175
47610.0,1075
47625.0,175
47640.0,2290
47655.0,175
47670.0,175
47685.0,925
47700.0,1840
47715.0,-275
47730.0,-275
47745.0,-275
47760.0,3040
47775.0,-275
47790.0,-275
47805.0,-275
47820.0,1840
47835.0,925
47850.0,-275
47865.0,-275
47880.0,1840
47895.0,-275
47910.0,1075
47925.0,175
47940.0,2290
47955.0,175
47970.0,175
47985.0,1075
48000.0,2290
48015.0,175
48030.0,175
48045.0,175
48060.0,3190
48075.0,175
48090.0,175
48105.0,3190
48120.0,1105
48135.0,925
48150.0,-275
48165.0,-275
48180.0,1840
48195.0,-275
48210.0,925
48225.0,-275
48240.0,1840
48255.0,-275
48270.0,-275
48285.0,925
48300.0,1840
48315.0,-275
48330.0,-275
48345.0,-275
48360.0,3190
48375.0,175
48390.0,175
48405.0,175
48420.0,2290
48435.0,1075
48450.0,175
48465.0,175
48480.0,2290
48495.0,175
48510.0,1075
48525.0,175
48540.0,2290
48555.0,175
48570.0,175
48585.0,925
48600.0,1840
48615.0,-275
48630.0,-275
48645.0,-275
48660.0,3040
48675.0,-275
48690.0,-275
48705.0,-275
48720.0,4855
48735.0,-109
48750.0,-275
48765.0,-275
48780.0,1840
48795.0,-275
48810.0,1075
48825.0,175
48840.0,2290
48855.0,175
48870.0,175
48885.0,1075
48900.0,2290
48915.0,175
48930.0,175
48945.0,175
48960.0,3190
48975.0,175
48990.0,175
49005.0,175
49020.0,2290
49035.0,925
49050.0,-275
49065.0,-275
49080.0,1840
49095.0,-275
49110.0,925
49125.0,-275
49140.0,1840
49155.0,-275
49170.0,-275
49185.0,925
49200.0,1840
49215.0,-275
49230.0,-275
49245.0,-275
49260.0,3190
49275.0,175
49290.0,175
49305.0,175
49320.0,2290
49335.0,4090
49350.0,-919
49365.0,175
49380.0,2290
49395.0,175
49410.0,1075
49425.0,175
49440.0,2290
49455.0,175
49470.0,175
49485.0,925
49500.0,1840
49515.0,-275
49530.0,-275
49545.0,-275
49560.0,3040
49575.0,-275
49590.0,-275
49605.0,-275
49620.0,1840
49635.0,925
49650.0,-275
49665.0,-275
49680.0,1840
49695.0,-275
49710.0,1075
49725.0,175
49740.0,2290
49755.0,175
49770.0,175
49785.0,1075
49800.0,2290
49815.0,175
49830.0,175
49845.0,175
49860.0,3190
49875.0,175
49890.0,175
49905.0,175
49920.0,2290
49935.0,925
49950.0,2740
49965.0,-1440
49980.0,1840
49995.0,-275
50010.0,925
50025.0,-275
50040.0,1840
50055.0,-275
50070.0,-275
50085.0,925
50100.0,1840
50115.0,-275
50130.0,-275
50145.0,-275
50160.0,3190
50175.0,175
50190.0,175
50205.0,175
50220.0,2290
50235.0,1075
50250.0,175
50265.0,175
50280.0,2290
50295.0,175
50310.0,1075
50325.0,175
50340.0,2290
50355.0,175
50370.0,175
50385.0,925
50400.0,1840
50415.0,-275
50430.0,-275
50445.0,-275
50460.0,3040
50475.0,-275
50490.0,-275
50505.0,-275
50520.0,1840
50535.0,925
50550.0,-275
50565.0,2740
50580.0,774
50595.0,-275
50610.0,1075
50625.0,175
50640.0,2290
50655.0,175
50670.0,175
50685.0,1075
50700.0,2290
50715.0,175
50730.0,175
50745.0,175
50760.0,3190
50775.0,175
50790.0,175
50805.0,175
50820.0,2290
50835.0,925
50850.0,-275
50865.0,-275
50880.0,1840
50895.0,-275
50910.0,925
50925.0,-275
50940.0,1840
50955.0,-275
50970.0,-275
50985.0,925
51000.0,1840
51015.0,-275
51030.0,-275
51045.0,-275
51060.0,3190
51075.0,175
51090.0,175
51105.0,175
51120.0,2290
51135.0,1075
51150.0,175
51165.0,175
51180.0,5305
51195.0,-1023
51210.0,1075
51225.0,175
51240.0,2290
51255.0,175
51270.0,175
51285.0,925
51300.0,1840
51315.0,-275
51330.0,-275
51345.0,-275
51360.0,3040
51375.0,-275
51390.0,-275
51405.0,-275
51420.0,1840
51435.0,925
51450.0,-275
51465.0,-275
51480.0,1840
51495.0,-275
51510.0,1075
51525.0,175
51540.0,2290
51555.0,175
51570.0,175
51585.0,1075
51600.0,2290
51615.0,175
51630.0,175
51645.0,175
51660.0,3190
51675.0,175
51690.0,175
51705.0,175
51720.0,2290
51735.0,925
51750.0,-275
51765.0,-275
51780.0,1840
51795.0,2740
51810.0,-184
51825.0,-275
51840.0,1840
51855.0,-275
51870.0,-275
51885.0,925
51900.0,1840
51915.0,-275
51930.0,-275
51945.0,-275
51960.0,3190
51975.0,175
51990.0,175
52005.0,175
52020.0,2290
52035.0,1075
52050.0,175
52065.0,175
52080.0,2290
52095.0,175
52110.0,1075
52125.0,175
52140.0,2290
52155.0,175
52170.0,175
52185.0,925
52200.0,1840
52215.0,-275
52230.0,-275
52245.0,-275
52260.0,3040
52275.0,-275
52290.0,-275
52305.0,-275
52320.0,1840
52335.0,925
52350.0,-275
52365.0,-275
52380.0,1840
52395.0,-275
52410.0,4090
52425.0,-1001
52440.0,2290
52455.0,175
52470.0,175
52485.0,1075
52500.0,2290
52515.0,175
52530.0,175
52545.0,175
52560.0,3190
52575.0,175
52590.0,175
52605.0,175
52620.0,2290
52635.0,925
52650.0,-275
52665.0,-275
52680.0,1840
52695.0,-275
52710.0,925
52725.0,-275
52740.0,1840
52755.0,-275
52770.0,-275
52785.0,925
52800.0,1840
52815.0,-275
52830.0,-275
52845.0,-275
52860.0,3190
52875.0,175
52890.0,175
52905.0,175
52920.0,2290
52935.0,1075
52950.0,175
52965.0,175
52980.0,2290
52995.0,175
53010.0,1075
53025.0,3190
53040.0,1192
53055.0,175
53070.0,175
53085.0,925
53100.0,1840
53115.0,-275
53130.0,-275
53145.0,-275
53160.0,3040
53175.0,-275
53190.0,-275
53205.0,-275
53220.0,1840
53235.0,925
53250.0,-275
53265.0,-275
53280.0,1840
53295.0,-275
53310.0,1075
53325.0,175
53340.0,2290
53355.0,175
53370.0,175
53385.0,1075
53400.0,2290
53415.0,175
53430.0,175
53445.0,175
53460.0,3190
53475.0,175
53490.0,175
53505.0,175
53520.0,2290
53535.0,925
53550.0,-275
53565.0,-275
53580.0,1840
53595.0,-275
53610.0,925
53625.0,-275
53640.0,4855
53655.0,-1152
53670.0,-275
53685.0,925
53700.0,1840
53715.0,-275
53730.0,-275
53745.0,-275
53760.0,3190
53775.0,175
53790.0,175
53805.0,175
53820.0,2290
53835.0,1075
53850.0,175
53865.0,175
53880.0,2290
53895.0,175
53910.0,1075
53925.0,175
53940.0,2290
53955.0,175
53970.0,175
53985.0,925
54000.0,1840
54015.0,-275
54030.0,-275
54045.0,-275
54060.0,3040
54075.0,-275
54090.0,-275
54105.0,-275
54120.0,1840
54135.0,925
54150.0,-275
54165.0,-275
54180.0,1840
54195.0,-275
54210.0,1075
54225.0,175
54240.0,2290
54255.0,3190
54270.0,-869
54285.0,1075
54300.0,2290
54315.0,175
54330.0,175
54345.0,175
54360.0,3190
54375.0,175
54390.0,175
54405.0,175
54420.0,2290
54435.0,925
54450.0,-275
54465.0,-275
54480.0,1840
54495.0,-275
54510.0,925
54525.0,-275
54540.0,1840
54555.0,-275
54570.0,-275
54585.0,925
54600.0,1840
54615.0,-275
54630.0,-275
54645.0,-275
54660.0,3190
54675.0,175
54690.0,175
54705.0,175
54720.0,2290
54735.0,1075
54750.0,175
54765.0,175
54780.0,2290
54795.0,175
54810.0,1075
54825.0,175
54840.0,2290
54855.0,175
54870.0,3190
54885.0,-146
54900.0,1840
54915.0,-275
54930.0,-275
54945.0,-275
54960.0,3040
54975.0,-275
54990.0,-275
55005.0,-275
55020.0,1840
55035.0,925
55050.0,-275
55065.0,-275
55080.0,1840
55095.0,-275
55110.0,1075
55125.0,175
55140.0,2290
55155.0,175
55170.0,175
55185.0,1075
55200.0,2290
55215.0,175
55230.0,175
55245.0,175
55260.0,3190
55275.0,175
55290.0,175
55305.0,175
55320.0,2290
55335.0,925
55350.0,-275
55365.0,-275
55380.0,1840
55395.0,-275
55410.0,925
55425.0,-275
55440.0,1840
55455.0,-275
55470.0,-275
55485.0,3940
55500.0,960
55515.0,-275
55530.0,-275
55545.0,-275
55560.0,3190
55575.0,175
55590.0,175
55605.0,175
55620.0,2290
55635.0,1075
55650.0,175
55665.0,175
55680.0,2290
55695.0,175
55710.0,1075
55725.0,175
55740.0,2290
55755.0,175
55770.0,175
55785.0,925
55800.0,1840
55815.0,-275
55830.0,-275
55845.0,-275
55860.0,3040
55875.0,-275
55890.0,-275
55905.0,-275
55920.0,1840
55935.0,925
55950.0,-275
55965.0,-275
55980.0,1840
55995.0,-275
56010.0,1075
56025.0,175
56040.0,2290
56055.0,175
56070.0,175
56085.0,1075
56100.0,5305
56115.0,-985
56130.0,175
56145.0,175
56160.0,3190
56175.0,175
56190.0,175
56205.0,175
56220.0,2290
56235.0,925
56250.0,-275
56265.0,-275
56280.0,1840
56295.0,-275
56310.0,925
56325.0,-275
56340.0,1840
56355.0,-275
56370.0,-275
56385.0,925
56400.0,1840
56415.0,-275
56430.0,-275
56445.0,-275
56460.0,3190
56475.0,175
56490.0,175
56505.0,175
56520.0,2290
56535.0,1075
56550.0,175
56565.0,175
56580.0,2290
56595.0,175
56610.0,1075
56625.0,175
56640.0,2290
56655.0,175
56670.0,175
56685.0,925
56700.0,1840
56715.0,2740
56730.0,-1199
56745.0,-275
56760.0,3040
56775.0,-275
56790.0,-275
56805.0,-275
56820.0,1840
56835.0,925
56850.0,-275
56865.0,-275
56880.0,1840
56895.0,-275
56910.0,1075
56925.0,175
56940.0,2290
56955.0,175
56970.0,175
56985.0,1075
57000.0,2290
57015.0,175
57030.0,175
57045.0,175
57060.0,3190
57075.0,175
57090.0,175
57105.0,175
57120.0,2290
57135.0,925
57150.0,-275
57165.0,-275
57180.0,1840
57195.0,-275
57210.0,925
57225.0,-275
57240.0,1840
57255.0,-275
57270.0,-275
57285.0,925
57300.0,1840
57315.0,-275
57330.0,2740
57345.0,-1412
57360.0,4040
57375.0,775
57390.0,775
57405.0,775
57420.0,2890
57435.0,1925
57450.0,775
57465.0,775
57480.0,2890
57495.0,775
57510.0,1650
57525.0,775
57540.0,2890
57555.0,775
57570.0,775
57585.0,725
57600.0,1915
57615.0,-475
57630.0,-475
57645.0,-200
57660.0,3115
57675.0,-200
57690.0,-200
57705.0,-200
57720.0,1915
57735.0,1000
57750.0,-200
57765.0,-200
57780.0,1915
57795.0,-200
57810.0,1000
57825.0,-200
57840.0,1915
57855.0,-200
57870.0,-200
57885.0,1000
57900.0,2215
57915.0,100
57930.0,100
57945.0,3115
57960.0,2408
57975.0,1000
57990.0,1000
58005.0,1000
58020.0,3115
58035.0,650
58050.0,925
58065.0,925
58080.0,3040
58095.0,650
58110.0,925
58125.0,925
58140.0,3040
58155.0,925
58170.0,925
58185.0,925
58200.0,3040
58215.0,925
58230.0,925
58245.0,925
58260.0,3040
58275.0,925
58290.0,925
58305.0,925
58320.0,3040
58335.0,925
58350.0,925
58365.0,925
58380.0,3040
58395.0,925
58410.0,925
58425.0,925
58440.0,3040
58455.0,925
58470.0,925
58485.0,925
58500.0,3040
58515.0,925
58530.0,925
58545.0,925
58560.0,6055
58575.0,-294
58590.0,925
58605.0,925
58620.0,3040
58635.0,925
58650.0,925
58665.0,925
58680.0,3040
58695.0,925
58710.0,925
58725.0,925
58740.0,3040
58755.0,925
58770.0,925
58785.0,925
58800.0,3040
58815.0,925
58830.0,925
58845.0,925
58860.0,3040
58875.0,925
58890.0,925
58905.0,925
58920.0,3040
58935.0,925
58950.0,925
58965.0,925
58980.0,3040
58995.0,925
59010.0,925
59025.0,925
59040.0,3040
59055.0,925
59070.0,925
59085.0,925
59100.0,3040
59115.0,925
59130.0,925
59145.0,925
59160.0,3040
59175.0,3940
59190.0,-211
59205.0,925
59220.0,3040
59235.0,925
59250.0,925
59265.0,925
59280.0,3040
59295.0,925
59310.0,925
59325.0,925
59340.0,3040
59355.0,925
59370.0,925
59385.0,925
59400.0,3040
59415.0,925
59430.0,925
59445.0,925
59460.0,3040
59475.0,925
59490.0,925
59505.0,925
59520.0,3040
59535.0,925
59550.0,925
59565.0,925
59580.0,3040
59595.0,925
59610.0,925
59625.0,925
59640.0,3040
59655.0,925
59670.0,925
59685.0,925
59700.0,3040
59715.0,925
59730.0,925
59745.0,925
59760.0,3040
59775.0,925
59790.0,3940
59805.0,-454
59820.0,3040
59835.0,925
59850.0,925
59865.0,925
59880.0,3040
59895.0,925
59910.0,925
59925.0,925
59940.0,3040
59955.0,925
59970.0,925
59985.0,925
time,data1
0.0,10723
15.0,3418
30.0,4051
45.0,6022
60.0,8959
75.0,1217
90.0,1639
105.0,450
120.0,5390
135.0,3935
150.0,-1289
165.0,-814
180.0,1054
195.0,-2359
210.0,498
225.0,-629
240.0,1532
255.0,-1691
270.0,-2670
285.0,994
300.0,1423
315.0,-2843
330.0,-2219
345.0,-571
360.0,4031
375.0,-2782
390.0,-798
405.0,-143
420.0,3091
435.0,80
450.0,-2668
465.0,-1077
480.0,381
495.0,-174
510.0,921
525.0,-2974
540.0,2632
555.0,-1152
570.0,-2521
585.0,-858
600.0,3265
615.0,-1979
630.0,-1043
645.0,-2885
660.0,4108
675.0,-378
690.0,-1471
705.0,-758
720.0,3303
735.0,291
750.0,272
765.0,-1318
780.0,2112
795.0,-187
810.0,578
825.0,-774
840.0,1993
855.0,-2419
870.0,-265
885.0,577
900.0,431
915.0,-115
930.0,-635
945.0,-37
960.0,2819
975.0,-739
990.0,-2542
1005.0,-2890
1020.0,1539
1035.0,597
1050.0,-395
1065.0,-2898
1080.0,2550
1095.0,-931
1110.0,-1520
1125.0,-2420
1140.0,2645
1155.0,-209
1170.0,-2898
1185.0,-705
1200.0,496
1215.0,-1202
1230.0,-660
1245.0,-1609
1260.0,4553
1275.0,-529
1290.0,-2119
1305.0,-1412
1320.0,2291
1335.0,-1591
1350.0,-2787
1365.0,2873
1380.0,-358
1395.0,72
1410.0,-139
1425.0,-250
1440.0,1293
1455.0,-337
1470.0,-2031
1485.0,1298
1500.0,3138
1515.0,-1276
1530.0,-750
1545.0,-390
1560.0,2059
1575.0,-1015
1590.0,-738
1605.0,-2488
1620.0,2770
1635.0,546
1650.0,-2298
1665.0,-1513
1680.0,2217
1695.0,-1799
1710.0,-506
1725.0,-1098
1740.0,3414
1755.0,-1052
1770.0,-1578
1785.0,-1277
1800.0,1427
1815.0,-75
1830.0,-144
1845.0,-946
1860.0,3988
1875.0,-2863
1890.0,-2704
1905.0,-48
1920.0,1161
1935.0,191
1950.0,-466
1965.0,-1922
1980.0,4714
1995.0,-2576
2010.0,-927
2025.0,-668
2040.0,478
2055.0,-1738
2070.0,-935
2085.0,-74
2100.0,2558
2115.0,-882
2130.0,-1905
2145.0,-2346
2160.0,1615
2175.0,-466
2190.0,-1030
2205.0,-2562
2220.0,1584
2235.0,-54
2250.0,-1258
2265.0,51
2280.0,992
2295.0,-2754
2310.0,1112
2325.0,94
2340.0,1105
2355.0,-1780
2370.0,-1683
2385.0,-1390
2400.0,831
2415.0,-276
2430.0,-2453
2445.0,-21
2460.0,1706
2475.0,-329
2490.0,-1952
2505.0,-1329
2520.0,1604
2535.0,566
2550.0,-488
2565.0,-1951
2580.0,2263
2595.0,2544
2610.0,-2113
2625.0,-1208
2640.0,2566
2655.0,-622
2670.0,-539
2685.0,-1531
2700.0,1669
2715.0,-1668
2730.0,-418
2745.0,-1620
2760.0,4403
2775.0,-1321
2790.0,-2106
2805.0,-2266
2820.0,703
2835.0,11
2850.0,-2458
2865.0,-972
2880.0,2531
2895.0,-777
2910.0,1057
2925.0,-2842
2940.0,1884
2955.0,-894
2970.0,-1547
2985.0,-450
3000.0,1554
3015.0,-379
3030.0,-1876
3045.0,-1382
3060.0,1968
3075.0,-29
3090.0,-1548
3105.0,-735
3120.0,3182
3135.0,-851
3150.0,-1856
3165.0,-403
3180.0,3103
3195.0,-1347
3210.0,2481
3225.0,-2203
3240.0,2472
3255.0,-1622
3270.0,-2232
3285.0,1107
3300.0,3175
3315.0,-2585
3330.0,-1368
3345.0,-1961
3360.0,2911
3375.0,-1746
3390.0,-1906
3405.0,-2229
3420.0,1434
3435.0,433
3450.0,-1199
3465.0,-1671
3480.0,675
3495.0,-42
3510.0,-1170
3525.0,-1674
3540.0,3076
3555.0,-167
3570.0,-1052
3585.0,-1264
3600.0,3152
3615.0,-2351
3630.0,-1427
3645.0,-2432
3660.0,4160
3675.0,-2352
3690.0,-1578
3705.0,-1617
3720.0,1890
3735.0,-41
3750.0,-831
3765.0,-656
3780.0,2213
3795.0,-39
3810.0,-1442
3825.0,2316
3840.0,-32
3855.0,-2587
3870.0,-1851
3885.0,-1237
3900.0,1160
3915.0,-4
3930.0,-2818
3945.0,-295
3960.0,3046
3975.0,-64
3990.0,-154
4005.0,-1212
4020.0,2134
4035.0,-896
4050.0,-1632
4065.0,-2075
4080.0,2053
4095.0,-1868
4110.0,1087
4125.0,-1208
4140.0,874
4155.0,-2639
4170.0,-2597
4185.0,-295
4200.0,801
4215.0,-158
4230.0,-1304
4245.0,-262
4260.0,4349
4275.0,-1203
4290.0,-2377
4305.0,-47
4320.0,2888
4335.0,-410
4350.0,-1709
4365.0,-449
4380.0,1379
4395.0,65
4410.0,-1383
4425.0,-2107
4440.0,6360
4455.0,-1519
4470.0,-784
4485.0,-990
4500.0,611
4515.0,-1555
4530.0,-983
4545.0,-280
4560.0,2270
4575.0,-2583
4590.0,-2124
4605.0,-1249
4620.0,3405
4635.0,93
4650.0,-159
4665.0,-2056
4680.0,3470
4695.0,-1905
4710.0,-554
4725.0,-296
4740.0,3082
4755.0,-1357
4770.0,-541
4785.0,245
4800.0,1205
4815.0,-201
4830.0,-1586
4845.0,-2135
4860.0,1992
4875.0,-697
4890.0,-1690
4905.0,-860
4920.0,2728
4935.0,731
4950.0,-1135
4965.0,-1408
4980.0,1977
4995.0,-85
5010.0,900
5025.0,-136
5040.0,2979
5055.0,798
5070.0,-1870
5085.0,-1342
5100.0,2382
5115.0,-1776
5130.0,-1804
5145.0,-1035
5160.0,3587
5175.0,-715
5190.0,-1358
5205.0,-2093
5220.0,2555
5235.0,18
5250.0,-634
5265.0,-749
5280.0,3185
5295.0,-1937
5310.0,432
5325.0,-553
5340.0,1120
5355.0,171
5370.0,-2566
5385.0,-644
5400.0,3275
5415.0,-241
5430.0,-2178
5445.0,-1195
5460.0,1867
5475.0,-1323
5490.0,-959
5505.0,-1242
5520.0,697
5535.0,-377
5550.0,-718
5565.0,-1408
5580.0,2901
5595.0,-1378
5610.0,-909
5625.0,-1806
5640.0,1940
5655.0,-2093
5670.0,1976
5685.0,-1000
5700.0,2177
5715.0,-628
5730.0,-501
5745.0,-2282
5760.0,4600
5775.0,171
5790.0,-1651
5805.0,-2007
5820.0,841
5835.0,-548
5850.0,-84
5865.0,-1163
5880.0,1806
5895.0,-1954
5910.0,134
5925.0,-1359
5940.0,3578
5955.0,-1648
5970.0,-2378
5985.0,-39
6000.0,2059
6015.0,101
6030.0,-1368
6045.0,242
6060.0,4406
6075.0,-454
6090.0,-2718
6105.0,-2872
6120.0,1270
6135.0,1153
6150.0,-2752
6165.0,-1295
6180.0,1877
6195.0,-2859
6210.0,1204
6225.0,-427
6240.0,1001
6255.0,-445
6270.0,-901
6285.0,1677
6300.0,2362
6315.0,-1866
6330.0,-2075
6345.0,-1476
6360.0,1645
6375.0,-320
6390.0,-1347
6405.0,-2469
6420.0,1330
6435.0,-1502
6450.0,-2641
6465.0,-1777
6480.0,2113
6495.0,-1455
6510.0,108
6525.0,-135
6540.0,3296
6555.0,-11
6570.0,-630
6585.0,-1104
6600.0,2563
6615.0,-1990
6630.0,-1523
6645.0,-684
6660.0,2165
6675.0,-2731
6690.0,-850
6705.0,-1733
6720.0,1569
6735.0,258
6750.0,-2856
6765.0,-353
6780.0,1228
6795.0,-2550
6810.0,-1143
6825.0,-2845
6840.0,2802
6855.0,-28
6870.0,-1112
6885.0,341
6900.0,4650
6915.0,-2846
6930.0,-898
6945.0,-1778
6960.0,4398
6975.0,-985
6990.0,-1275
7005.0,-818
7020.0,1870
7035.0,1287
7050.0,53
7065.0,-344
7080.0,954
7095.0,-2333
7110.0,-491
7125.0,-2493
7140.0,1130
7155.0,-800
7170.0,-696
7185.0,121
7200.0,1638
7215.0,-1273
7230.0,-1416
7245.0,-874
7260.0,3562
7275.0,-775
7290.0,-146
7305.0,-1508
7320.0,2695
7335.0,-567
7350.0,-2158
7365.0,-1857
7380.0,1053
7395.0,-1667
7410.0,455
7425.0,-1734
7440.0,3032
7455.0,-273
7470.0,-2184
7485.0,1102
7500.0,2391
7515.0,2124
7530.0,-487
7545.0,-832
7560.0,4030
7575.0,-137
7590.0,-2026
7605.0,-658
7620.0,2498
7635.0,33
7650.0,-1481
7665.0,-2341
7680.0,1565
7695.0,-1982
7710.0,-1239
7725.0,-1378
7740.0,566
7755.0,-758
7770.0,-2337
7785.0,-1728
7800.0,2151
7815.0,-1920
7830.0,-2778
7845.0,15
7860.0,2667
7875.0,476
7890.0,-778
7905.0,656
7920.0,1963
7935.0,-582
7950.0,-1997
7965.0,-2165
7980.0,1686
7995.0,-1467
8010.0,-984
8025.0,-1268
8040.0,1670
8055.0,-57
8070.0,-1928
8085.0,-1
8100.0,2969
8115.0,-771
8130.0,2680
8145.0,-1244
8160.0,1781
8175.0,-1855
8190.0,-358
8205.0,-262
8220.0,2074
8235.0,-468
8250.0,-1115
8265.0,-1557
8280.0,2863
8295.0,-2424
8310.0,-603
8325.0,-199
8340.0,1831
8355.0,-1833
8370.0,-743
8385.0,937
8400.0,2999
8415.0,-1023
8430.0,-275
8445.0,-1104
8460.0,4247
8475.0,-602
8490.0,-800
8505.0,-278
8520.0,972
8535.0,-882
8550.0,-3198
8565.0,-954
8580.0,955
8595.0,-3498
8610.0,300
8625.0,-852
8640.0,3212
8655.0,-982
8670.0,-703
8685.0,-872
8700.0,1177
8715.0,-565
8730.0,-1134
8745.0,1556
8760.0,1644
8775.0,-968
8790.0,-2144
8805.0,-2599
8820.0,1499
8835.0,-1245
8850.0,-2763
8865.0,-1728
8880.0,1520
8895.0,-245
8910.0,-645
8925.0,-1070
8940.0,2148
8955.0,-2093
8970.0,-89
8985.0,-999
9000.0,764
9015.0,-732
9030.0,-2461
9045.0,-2521
9060.0,4148
9075.0,-2722
9090.0,-291
9105.0,-1816
9120.0,1495
9135.0,491
9150.0,-2824
9165.0,-1320
9180.0,2068
9195.0,-1225
9210.0,-1624
9225.0,-1612
9240.0,2616
9255.0,-2265
9270.0,-2609
9285.0,-948
9300.0,3059
9315.0,-1858
9330.0,-760
9345.0,-1069
9360.0,6898
9375.0,-2547
9390.0,-2407
9405.0,-1107
9420.0,2588
9435.0,-52
9450.0,-929
9465.0,-2248
9480.0,2261
9495.0,-1102
9510.0,711
9525.0,-1157
9540.0,1975
9555.0,-2116
9570.0,-1555
9585.0,1166
9600.0,2093
9615.0,-2479
9630.0,-1708
9645.0,-1104
9660.0,4240
9675.0,-2021
9690.0,-18
9705.0,-23
9720.0,3405
9735.0,1068
9750.0,-1809
9765.0,-1147
9780.0,2423
9795.0,-1209
9810.0,-529
9825.0,-213
9840.0,1154
9855.0,-937
9870.0,-1194
9885.0,767
9900.0,3416
9915.0,-365
9930.0,-1824
9945.0,-1766
9960.0,3045
9975.0,2616
9990.0,-721
10005.0,-976
10020.0,3378
10035.0,-768
10050.0,-904
10065.0,-147
10080.0,1912
10095.0,-701
10110.0,-1548
10125.0,-1354
10140.0,869
10155.0,-1904
10170.0,-1008
10185.0,-740
10200.0,937
10215.0,-2317
10230.0,-1577
10245.0,-1693
10260.0,2109
10275.0,-1688
10290.0,-232
10305.0,-2012
10320.0,1521
10335.0,546
10350.0,-3250
10365.0,-718
10380.0,174
10395.0,-3321
10410.0,-1983
10425.0,-2209
10440.0,2904
10455.0,-2700
10470.0,-2711
10485.0,-1381
10500.0,1500
10515.0,-1640
10530.0,-1947
10545.0,-1234
10560.0,2195
10575.0,-2118
10590.0,1431
10605.0,-2534
10620.0,2342
10635.0,201
10650.0,-975
10665.0,-1910
10680.0,837
10695.0,-392
10710.0,-1394
10725.0,-1691
10740.0,1790
10755.0,-899
10770.0,-73
10785.0,-1154
10800.0,1736
10815.0,-1600
10830.0,-2798
10845.0,-327
10860.0,3961
10875.0,-2102
10890.0,-1635
10905.0,-441
10920.0,1429
10935.0,417
10950.0,-1779
10965.0,-229
10980.0,555
10995.0,-1189
11010.0,-520
11025.0,5
11040.0,1492
11055.0,-769
11070.0,-1639
11085.0,-347
11100.0,2334
11115.0,-933
11130.0,-2818
11145.0,-1075
11160.0,3048
11175.0,-2510
11190.0,-2254
11205.0,1113
11220.0,2952
11235.0,1028
11250.0,-2306
11265.0,-1782
11280.0,1884
11295.0,-1989
11310.0,-849
11325.0,-1223
11340.0,971
11355.0,-784
11370.0,-431
11385.0,-929
11400.0,3077
11415.0,-2750
11430.0,-794
11445.0,-2935
11460.0,4625
11475.0,-572
11490.0,-931
11505.0,-1062
11520.0,1476
11535.0,1502
11550.0,-190
11565.0,73
11580.0,2606
11595.0,-1949
11610.0,118
11625.0,-646
11640.0,3094
11655.0,-1179
11670.0,-1260
11685.0,274
11700.0,2996
11715.0,-2302
11730.0,-1240
11745.0,-1622
11760.0,4460
11775.0,-467
11790.0,-1242
11805.0,-1756
11820.0,5643
11835.0,-360
11850.0,-2288
11865.0,-361
11880.0,2819
11895.0,94
11910.0,-758
11925.0,-1966
11940.0,3347
11955.0,-1390
11970.0,-894
11985.0,-1454
12000.0,2908
12015.0,-2489
12030.0,-1422
12045.0,-1381
12060.0,4383
12075.0,-73
12090.0,-2330
12105.0,-2348
12120.0,2098
12135.0,-1184
12150.0,-2308
12165.0,-1867
12180.0,1540
12195.0,-2888
12210.0,164
12225.0,-919
12240.0,526
12255.0,-1939
12270.0,-2429
12285.0,-1187
12300.0,2861
12315.0,-1306
12330.0,-171
12345.0,-2852
12360.0,3074
12375.0,-2335
12390.0,-1548
12405.0,-2706
12420.0,2387
12435.0,2884
12450.0,-1795
12465.0,-972
12480.0,1296
12495.0,-2167
12510.0,842
12525.0,-845
12540.0,2966
12555.0,-1951
12570.0,-1499
12585.0,737
12600.0,2908
12615.0,-2685
12630.0,-838
12645.0,-2222
12660.0,4541
12675.0,-353
12690.0,39
12705.0,14
12720.0,2303
12735.0,496
12750.0,-2092
12765.0,-325
12780.0,1790
12795.0,-1065
12810.0,-612
12825.0,-2169
12840.0,3372
12855.0,-146
12870.0,-1675
12885.0,-1168
12900.0,1486
12915.0,-2671
12930.0,-2112
12945.0,-991
12960.0,2485
12975.0,-2233
12990.0,89
13005.0,96
13020.0,707
13035.0,-1978
13050.0,1243
13065.0,-2534
13080.0,2155
13095.0,-2282
13110.0,-352
13125.0,-1121
13140.0,1594
13155.0,-2069
13170.0,-1248
13185.0,578
13200.0,1759
13215.0,-1329
13230.0,-515
13245.0,-2426
13260.0,3335
13275.0,-1176
13290.0,-1757
13305.0,94
13320.0,3399
13335.0,-430
13350.0,-1525
13365.0,-2197
13380.0,1939
13395.0,-1835
13410.0,-519
13425.0,-2636
13440.0,1595
13455.0,-1243
13470.0,-2825
13485.0,-1358
13500.0,2203
13515.0,-964
13530.0,-81
13545.0,125
13560.0,2088
13575.0,-561
13590.0,-91
13605.0,-1458
13620.0,799
13635.0,-1024
13650.0,-2514
13665.0,2787
13680.0,210
13695.0,-2736
13710.0,-1124
13725.0,-1241
13740.0,1871
13755.0,-283
13770.0,-776
13785.0,-1246
13800.0,1402
13815.0,-873
13830.0,-25
13845.0,-1014
13860.0,3824
13875.0,90
13890.0,-251
13905.0,-366
13920.0,1445
13935.0,-1967
13950.0,-1035
13965.0,-2129
13980.0,1901
13995.0,-1145
14010.0,-542
14025.0,-423
